nom,cog,catpop,nom_propre,nom_propre_et_dep,taux_hlm_legal,taux_hlm_2015,nb_menages_2013,uc_par_menage,revenu_median_uc,decile_revenu,nb_res_secondaires
LIZERAY,36098,Moins de 500 habitants,Lizeray,Lizeray (36),,,39,1.78,0,10,7
LOURDOUEIX-SAINT-MICHEL,36099,Moins de 500 habitants,Lourdoueix-Saint-Michel,Lourdoueix-Saint-Michel (36),,,178,1.63,16026,1,77
LUANT,36101,Entre 1 000 et  3 499 habitants,Luant,Luant (36),,,600,1.90,20994,7,29
LUCAY-LE-LIBRE,36102,Moins de 500 habitants,Luçay-le-Libre,Luçay-le-Libre (36),,,56,1.70,20320,6,16
LUCAY-LE-MALE,36103,Entre 1 000 et  3 499 habitants,Luçay-le-Mâle,Luçay-le-Mâle (36),,,732,1.58,18499,3,73
LURAIS,36104,Moins de 500 habitants,Lurais,Lurais (36),,,118,1.62,18454,3,75
LUZERET,36106,Moins de 500 habitants,Luzeret,Luzeret (36),,,71,1.59,16037,1,22
LYE,36107,Entre 500 et 999 habitants,Lye,Lye (36),,,402,1.60,17468,2,65
LYS-SAINT-GEORGES,36108,Moins de 500 habitants,Lys-Saint-Georges,Lys-Saint-Georges (36),,,118,1.85,20782,7,25
MAILLET,36110,Moins de 500 habitants,Maillet,Maillet (36),,,112,1.81,19243,5,26
MARON,36112,Entre 500 et 999 habitants,Mâron,Mâron (36),,,300,1.95,19967,6,11
MARTIZAY,36113,Entre 1 000 et  3 499 habitants,Martizay,Martizay (36),,,496,1.64,17307,2,154
MAUVIERES,36114,Moins de 500 habitants,Mauvières,Mauvières (36),,,118,1.77,18924,4,56
MENETREOLS-SOUS-VATAN,36116,Moins de 500 habitants,Ménétréols-sous-Vatan,Ménétréols-sous-Vatan (36),,,61,1.63,22324,8,11
MENOUX (LE ),36117,Moins de 500 habitants,Le Menoux,Le Menoux (36),,,220,1.65,20148,6,66
MEOBECQ,36118,Moins de 500 habitants,Méobecq,Méobecq (36),,,171,1.67,18552,3,74
MERIGNY,36119,Entre 500 et 999 habitants,Mérigny,Mérigny (36),,,236,1.53,18337,3,76
MEUNET-PLANCHES,36121,Moins de 500 habitants,Meunet-Planches,Meunet-Planches (36),,,73,2.01,20848,7,28
MEUNET-SUR-VATAN,36122,Moins de 500 habitants,Meunet-sur-Vatan,Meunet-sur-Vatan (36),,,84,1.91,20283,6,21
MEZIERES-EN-BRENNE,36123,Entre 1 000 et  3 499 habitants,Mézières-en-Brenne,Mézières-en-Brenne (36),,,492,1.64,17985,3,171
MIGNE,36124,Moins de 500 habitants,Migné,Migné (36),,,123,1.75,17476,2,41
MONTCHEVRIER,36126,Moins de 500 habitants,Montchevrier,Montchevrier (36),,,240,1.60,16160,1,85
MONTGIVRAY,36127,Entre 1 000 et  3 499 habitants,Montgivray,Montgivray (36),,,763,1.73,19866,6,83
MONTIPOURET,36129,Entre 500 et 999 habitants,Montipouret,Montipouret (36),,,255,1.73,18470,3,86
MONTLEVICQ,36130,Moins de 500 habitants,Montlevicq,Montlevicq (36),,,50,1.60,17861,3,19
MOSNAY,36131,Moins de 500 habitants,Mosnay,Mosnay (36),,,208,1.87,19014,4,28
MOUHERS,36133,Moins de 500 habitants,Mouhers,Mouhers (36),,,114,1.68,17635,2,25
MOUHET,36134,Entre 500 et 999 habitants,Mouhet,Mouhet (36),,,240,1.69,16041,1,66
MOULINS-SUR-CEPHONS,36135,Moins de 500 habitants,Moulins-sur-Céphons,Moulins-sur-Céphons (36),,,156,1.72,18288,3,25
NEONS-SUR-CREUSE,36137,Moins de 500 habitants,Néons-sur-Creuse,Néons-sur-Creuse (36),,,176,1.78,18523,3,48
NEUILLAY-LES-BOIS,36139,Entre 500 et 999 habitants,Neuillay-les-Bois,Neuillay-les-Bois (36),,,304,1.81,18692,4,50
NEUVY-PAILLOUX,36140,Entre 1 000 et  3 499 habitants,Neuvy-Pailloux,Neuvy-Pailloux (36),,,536,1.84,19981,6,23
NIHERNE,36142,Entre 1 000 et  3 499 habitants,Niherne,Niherne (36),,,663,1.83,20992,7,38
NOHANT-VIC,36143,Moins de 500 habitants,Nohant-Vic,Nohant-Vic (36),,,223,1.71,19657,5,66
NURET-LE-FERRON,36144,Moins de 500 habitants,Nuret-le-Ferron,Nuret-le-Ferron (36),,,121,1.92,18729,4,21
OBTERRE,36145,Moins de 500 habitants,Obterre,Obterre (36),,,110,1.85,16247,1,36
ORSENNES,36146,Entre 500 et 999 habitants,Orsennes,Orsennes (36),,,379,1.61,16422,1,92
OULCHES,36148,Moins de 500 habitants,Oulches,Oulches (36),,,190,1.68,17353,2,120
PALLUAU-SUR-INDRE,36149,Entre 500 et 999 habitants,Palluau-sur-Indre,Palluau-sur-Indre (36),,,363,1.68,18513,3,140
PARPECAY,36151,Moins de 500 habitants,,,,,104,1.88,18145,3,45
PAULNAY,36153,Moins de 500 habitants,Paulnay,Paulnay (36),,,175,1.62,17883,3,53
PELLEVOISIN,36155,Entre 500 et 999 habitants,Pellevoisin,Pellevoisin (36),,,367,1.62,17203,2,64
PRENOUVELLON,41183,Moins de 500 habitants,,,,,96,1.84,20411,6,22
PRUNAY-CASSEREAU,41184,Entre 500 et 999 habitants,Prunay-Cassereau,Prunay-Cassereau (41),,,244,2.00,21116,7,54
PRUNIERS-EN-SOLOGNE,41185,Entre 1 000 et  3 499 habitants,Pruniers-en-Sologne,Pruniers-en-Sologne (41),,,992,1.88,20774,7,71
RAHART,41186,Moins de 500 habitants,Rahart,Rahart (41),,,115,2.00,21343,7,13
RENAY,41187,Moins de 500 habitants,Renay,Renay (41),,,72,1.66,20185,6,25
RHODON,41188,Moins de 500 habitants,Rhodon,Rhodon (41),,,48,1.91,20591,7,10
RILLY-SUR-LOIRE,41189,Moins de 500 habitants,Rilly-sur-Loire,Rilly-sur-Loire (41),,,162,1.87,20997,7,30
ROCE,41190,Moins de 500 habitants,Rocé,Rocé (41),,,88,1.88,21181,7,3
ROCHE,41191,Moins de 500 habitants,Roches,Roches (41),,,32,1.90,0,10,9
ROCHES-L'EVEQUE (LES),41192,Moins de 500 habitants,Les Roches-l'Évêque,Les Roches-l'Évêque (41),,,138,1.65,18253,3,43
ROMILLY,41193,Moins de 500 habitants,Romilly,Romilly (41),,,80,1.86,18793,4,21
ROMORANTIN-LANTHENAY,41194,Entre 10 000 et 19 999 habitants,Romorantin-Lanthenay,Romorantin-Lanthenay (41),,,7921,1.67,18687,4,334
ROUGEOU,41195,Moins de 500 habitants,Rougeou,Rougeou (41),,,48,1.97,20724,7,6
RUAN-SUR-EGVONNE,41196,Moins de 500 habitants,Ruan-sur-Egvonne,Ruan-sur-Egvonne (41),,,40,1.75,0,10,30
SAINT-AGIL,41197,Moins de 500 habitants,Saint-Agil,Saint-Agil (41),,,115,1.77,21179,7,47
SAINT-AIGNAN-SUR-CHER,41198,Entre 1 000 et  3 499 habitants,Saint-Aignan,Saint-Aignan (41),,,1376,1.58,18199,3,111
SAINT-AMAND-LONGPRE,41199,Entre 1 000 et  3 499 habitants,Saint-Amand-Longpré,Saint-Amand-Longpré (41),,,483,1.88,19706,5,35
SAINTE-ANNE,41200,Moins de 500 habitants,Sainte-Anne,Sainte-Anne (41),,,149,2.12,22676,8,3
SAINT-ARNOULT,41201,Moins de 500 habitants,Saint-Arnoult,Saint-Arnoult (41),,,144,1.72,19382,5,37
SAINT-AVIT,41202,Moins de 500 habitants,Saint-Avit,Saint-Avit (41),,,49,1.92,19354,5,25
SAINT-BOHAIRE,41203,Entre 500 et 999 habitants,Saint-Bohaire,Saint-Bohaire (41),,,212,1.92,23127,9,6
SAINT-CLAUDE-DE-DIRAY,41204,Entre 1 000 et  3 499 habitants,Saint-Claude-de-Diray,Saint-Claude-de-Diray (41),,,709,1.88,22291,8,37
SAINT-DENIS-SUR-LOIRE,41206,Entre 500 et 999 habitants,Saint-Denis-sur-Loire,Saint-Denis-sur-Loire (41),,,363,1.71,24743,9,21
SAINT-DYE-SUR-LOIRE,41207,Entre 1 000 et  3 499 habitants,Saint-Dyé-sur-Loire,Saint-Dyé-sur-Loire (41),,,463,1.83,21515,8,88
SAINT-ETIENNE-DES-GUERETS,41208,Moins de 500 habitants,Saint-Étienne-des-Guérets,Saint-Étienne-des-Guérets (41),,,35,1.83,21930,8,6
SAINT-FIRMIN-DES-PRES,41209,Entre 500 et 999 habitants,Saint-Firmin-des-Prés,Saint-Firmin-des-Prés (41),,,347,1.91,20433,6,24
SAINTE-GEMMES,41210,Moins de 500 habitants,Sainte-Gemmes,Sainte-Gemmes (41),,,44,1.90,19728,5,7
SAINT-GERVAIS-LA-FORET,41212,Entre 1 000 et  3 499 habitants,Saint-Gervais-la-Forêt,Saint-Gervais-la-Forêt (41),,,1432,1.83,23317,9,15
SAINT-GOURGON,41213,Moins de 500 habitants,Saint-Gourgon,Saint-Gourgon (41),,,47,1.82,18261,3,2
SAINT-HILAIRE-LA-GRAVELLE,41214,Entre 500 et 999 habitants,Saint-Hilaire-la-Gravelle,Saint-Hilaire-la-Gravelle (41),,,307,1.78,18614,4,65
SAINT-JEAN-FROIDMENTEL,41216,Entre 500 et 999 habitants,Saint-Jean-Froidmentel,Saint-Jean-Froidmentel (41),,,223,1.78,19455,5,75
SAINT-JULIEN-DE-CHEDON,41217,Entre 500 et 999 habitants,Saint-Julien-de-Chédon,Saint-Julien-de-Chédon (41),,,344,1.73,20767,7,45
SAINT-JULIEN-SUR-CHER,41218,Entre 500 et 999 habitants,Saint-Julien-sur-Cher,Saint-Julien-sur-Cher (41),,,340,1.81,19878,6,40
SAINT-LAURENT-DES-BOIS,41219,Moins de 500 habitants,Saint-Laurent-des-Bois,Saint-Laurent-des-Bois (41),,,124,1.81,20040,6,42
SAINT-LAURENT-NOUAN,41220,Entre 3 500 et 9 999 habitants,Saint-Laurent-Nouan,Saint-Laurent-Nouan (41),,,1715,1.90,21620,8,131
SAINT-LEONARD-EN-BEAUCE,41221,Entre 500 et 999 habitants,Saint-Léonard-en-Beauce,Saint-Léonard-en-Beauce (41),,,278,1.81,20266,6,61
SAINT-LUBIN-EN-VERGONNOIS,41223,Entre 500 et 999 habitants,Saint-Lubin-en-Vergonnois,Saint-Lubin-en-Vergonnois (41),,,304,1.88,23568,9,18
SAINT-MARC-DU-COR,41224,Moins de 500 habitants,Saint-Marc-du-Cor,Saint-Marc-du-Cor (41),,,85,1.71,20376,6,48
SAINT-MARTIN-DES-BOIS,41225,Entre 500 et 999 habitants,Saint-Martin-des-Bois,Saint-Martin-des-Bois (41),,,273,1.76,19451,5,69
SAINT-RIMAY,41228,Moins de 500 habitants,Saint-Rimay,Saint-Rimay (41),,,132,1.75,19677,5,32
SAINT-ROMAIN-SUR-CHER,41229,Entre 1 000 et  3 499 habitants,Saint-Romain-sur-Cher,Saint-Romain-sur-Cher (41),,,664,1.82,19224,5,76
SAINT-VIATRE,41231,Entre 1 000 et  3 499 habitants,Saint-Viâtre,Saint-Viâtre (41),,,561,1.82,19782,5,126
SALBRIS,41232,Entre 3 500 et 9 999 habitants,Salbris,Salbris (41),,,2560,1.68,19257,5,174
SAMBIN,41233,Entre 500 et 999 habitants,Sambin,Sambin (41),,,365,2.00,18942,4,31
SANTENAY,41234,Moins de 500 habitants,Santenay,Santenay (41),,,120,1.92,21536,8,15
SARGE-SUR-BRAYE,41235,Entre 1 000 et  3 499 habitants,Sargé-sur-Braye,Sargé-sur-Braye (41),,,453,1.84,19967,6,91
SASNIERES,41236,Moins de 500 habitants,Sasnières,Sasnières (41),,,40,2.08,20128,6,15
SAVIGNY-SUR-BRAYE,41238,Entre 1 000 et  3 499 habitants,Savigny-sur-Braye,Savigny-sur-Braye (41),,,920,1.74,19191,5,145
SEIGY,41239,Entre 1 000 et  3 499 habitants,Seigy,Seigy (41),,,504,1.70,19726,5,81
SELLES-SAINT-DENIS,41241,Entre 1 000 et  3 499 habitants,Selles-Saint-Denis,Selles-Saint-Denis (41),,,558,1.72,20381,6,93
SELLES-SUR-CHER,41242,Entre 3 500 et 9 999 habitants,Selles-sur-Cher,Selles-sur-Cher (41),,,1985,1.73,18021,3,259
SELOMMES,41243,Entre 500 et 999 habitants,Selommes,Selommes (41),,,313,1.89,20528,6,30
SERIS,41245,Moins de 500 habitants,Séris,Séris (41),,,145,2.01,21803,8,23
SEUR,41246,Moins de 500 habitants,Seur,Seur (41),,,193,1.98,23506,9,21
SOINGS-EN-SOLOGNE,41247,Entre 1 000 et  3 499 habitants,Soings-en-Sologne,Soings-en-Sologne (41),,,675,1.87,18673,4,55
SOUESMES,41249,Entre 1 000 et  3 499 habitants,Souesmes,Souesmes (41),,,554,1.64,20475,6,168
SOUGE,41250,Moins de 500 habitants,Sougé,Sougé (41),,,224,1.68,19874,6,105
SUEVRES,41252,Entre 1 000 et  3 499 habitants,Suèvres,Suèvres (41),,,657,1.91,21226,7,59
TALCY,41253,Moins de 500 habitants,Talcy,Talcy (41),,,118,1.77,21486,7,21
TEMPLE (LE ),41254,Moins de 500 habitants,Le Temple,Le Temple (41),,,72,1.81,20474,6,21
TERNAY,41255,Moins de 500 habitants,Ternay,Ternay (41),,,140,1.80,19184,5,65
THEILLAY,41256,Entre 1 000 et  3 499 habitants,Theillay,Theillay (41),,,619,1.71,19603,5,100
THESEE-LA-ROMAINE,41258,Entre 1 000 et  3 499 habitants,Thésée,Thésée (41),,,529,1.75,19168,5,101
THORE-LA-ROCHETTE,41259,Entre 500 et 999 habitants,Thoré-la-Rochette,Thoré-la-Rochette (41),,,401,1.75,19433,5,53
TOURAILLES,41261,Moins de 500 habitants,Tourailles,Tourailles (41),,,54,1.80,21275,7,5
TOUR-EN-SOLOGNE,41262,Entre 1 000 et  3 499 habitants,Tour-en-Sologne,Tour-en-Sologne (41),,,431,1.90,21594,8,44
TRIPLEVILLE,41264,Moins de 500 habitants,,,,,65,1.90,20397,6,12
TROO,41265,Moins de 500 habitants,Troo,Troo (41),,,156,1.60,18689,4,80
VALAIRE,41266,Moins de 500 habitants,Valaire,Valaire (41),,,32,1.64,0,10,6
VEILLEINS,41268,Moins de 500 habitants,Veilleins,Veilleins (41),,,72,1.79,20243,6,36
VENDOME,41269,Entre 10 000 et 19 999 habitants,Vendôme,Vendôme (41),,,8114,1.64,18527,3,313
VERDES,41270,Moins de 500 habitants,,,,,200,1.89,20106,6,58
VEUVES,41272,Moins de 500 habitants,Veuves,Veuves (41),,,100,1.80,19426,5,18
VIEVY-LE-RAYE,41273,Moins de 500 habitants,Vievy-le-Rayé,Vievy-le-Rayé (41),,,219,1.76,20436,6,70
VILLAVARD,41274,Moins de 500 habitants,Villavard,Villavard (41),,,72,1.66,21824,8,35
VILLE-AUX-CLERCS (LA ),41275,Entre 1 000 et  3 499 habitants,La Ville-aux-Clercs,La Ville-aux-Clercs (41),,,504,1.84,19103,5,40
VILLEBOUT,41277,Moins de 500 habitants,Villebout,Villebout (41),,,56,1.74,20916,7,23
VILLECHAUVE,41278,Moins de 500 habitants,Villechauve,Villechauve (41),,,120,1.92,20865,7,21
VILLEDIEU-LE-CHATEAU,41279,Moins de 500 habitants,Villedieu-le-Château,Villedieu-le-Château (41),,,187,1.68,19396,5,67
VILLEFRANCOEUR,41281,Moins de 500 habitants,Villefrancoeur,Villefrancoeur (41),,,180,1.90,22555,8,6
VILLEHERVIERS,41282,Moins de 500 habitants,Villeherviers,Villeherviers (41),,,189,1.81,20499,6,44
VILLEMARDY,41283,Moins de 500 habitants,Villemardy,Villemardy (41),,,108,2.00,23182,9,11
VILLENEUVE-FROUVILLE,41284,Moins de 500 habitants,Villeneuve-Frouville,Villeneuve-Frouville (41),,,28,1.79,0,10,5
VILLEPORCHER,41286,Moins de 500 habitants,Villeporcher,Villeporcher (41),,,64,1.87,21804,8,11
VILLERBON,41288,Entre 500 et 999 habitants,Villerbon,Villerbon (41),,,321,1.92,23009,9,7
VILLERMAIN,41289,Moins de 500 habitants,Villermain,Villermain (41),,,146,1.97,22794,8,29
VILLEROMAIN,41290,Moins de 500 habitants,Villeromain,Villeromain (41),,,90,1.96,21960,8,3
VILLETRUN,41291,Moins de 500 habitants,Villetrun,Villetrun (41),,,126,1.99,19959,6,8
VILLIERSFAUX,41293,Moins de 500 habitants,Villiersfaux,Villiersfaux (41),,,103,2.03,20450,6,10
VILLIERS-SUR-LOIR,41294,Entre 1 000 et  3 499 habitants,Villiers-sur-Loir,Villiers-sur-Loir (41),,,519,1.79,22225,8,62
VOUZON,41296,Entre 1 000 et  3 499 habitants,Vouzon,Vouzon (41),,,604,1.90,21104,7,120
YVOY-LE-MARRON,41297,Entre 500 et 999 habitants,Yvoy-le-Marron,Yvoy-le-Marron (41),,,263,1.71,20853,7,94
AILLEUX,42002,Moins de 500 habitants,Ailleux,Ailleux (42),,,68,1.67,19865,6,20
AMIONS,42004,Moins de 500 habitants,Amions,Amions (42),,,124,1.83,17728,2,24
ANDREZIEUX-BOUTHEON,42005,Entre 10 000 et 19 999 habitants,Andrézieux-Bouthéon,Andrézieux-Bouthéon (42),,,3912,1.91,18538,3,105
ARCINGES,42007,Moins de 500 habitants,Arcinges,Arcinges (42),,,78,1.89,20969,7,33
ARCON,42008,Moins de 500 habitants,Arcon,Arcon (42),,,52,1.68,17110,2,30
AVEIZIEUX,42010,Entre 1 000 et  3 499 habitants,Aveizieux,Aveizieux (42),,,601,2.03,22463,8,63
BALBIGNY,42011,Entre 1 000 et  3 499 habitants,Balbigny,Balbigny (42),,,1171,1.86,18064,3,78
BARD,42012,Entre 500 et 999 habitants,Bard,Bard (42),,,253,1.96,21084,7,42
BELLEROCHE,42014,Moins de 500 habitants,Belleroche,Belleroche (42),,,123,1.82,19067,4,106
SAINT-BONNET-DE-CHIRAC,48138,Moins de 500 habitants,Saint-Bonnet-de-Chirac,Saint-Bonnet-de-Chirac (48),,,28,1.66,0,10,10
SAINT-BONNET-DE-MONTAUROUX,48139,Moins de 500 habitants,Saint-Bonnet-de-Montauroux,Saint-Bonnet-de-Montauroux (48),,,51,1.83,16298,1,90
SAINT-CHELY-D'APCHER,48140,Entre 3 500 et 9 999 habitants,Saint-Chély-d'Apcher,Saint-Chély-d'Apcher (48),,,2030,1.56,19191,5,223
MAS-SAINT-CHELY,48141,Moins de 500 habitants,Mas-Saint-Chély,Mas-Saint-Chély (48),,,68,1.75,16689,1,43
SAINTE-COLOMBE-DE-PEYRE,48142,Moins de 500 habitants,Sainte-Colombe-de-Peyre,Sainte-Colombe-de-Peyre (48),,,86,1.71,18488,3,32
SAINTE-CROIX-VALLEE-FRANCAISE,48144,Moins de 500 habitants,Sainte-Croix-Vallée-Française,Sainte-Croix-Vallée-Française (48),,,150,1.80,14215,1,122
SAINT-DENIS-EN-MARGERIDE,48145,Moins de 500 habitants,Saint-Denis-en-Margeride,Saint-Denis-en-Margeride (48),,,75,1.74,15462,1,68
SAINTE-ENIMIE,48146,Entre 500 et 999 habitants,Sainte-Enimie,Sainte-Enimie (48),,,280,1.60,18317,3,295
SAINT-ETIENNE-DU-VALDONNEZ,48147,Entre 500 et 999 habitants,Saint-Étienne-du-Valdonnez,Saint-Étienne-du-Valdonnez (48),,,275,1.89,18745,4,91
SAINT-ETIENNE-VALLEE-FRANCAISE,48148,Entre 500 et 999 habitants,Saint-Étienne-Vallée-Française,Saint-Étienne-Vallée-Française (48),,,257,1.63,14133,1,286
SAINTE-EULALIE,48149,Moins de 500 habitants,Sainte-Eulalie,Sainte-Eulalie (48),,,23,1.90,0,10,16
SAINT-FLOUR-DE-MERCOIRE,48150,Moins de 500 habitants,Saint-Flour-de-Mercoire,Saint-Flour-de-Mercoire (48),,,69,2.17,18335,3,40
SAINT-FREZAL-DE-VENTALON,48152,Moins de 500 habitants,Ventalon en Cévennes,Ventalon en Cévennes (48),,,68,1.74,13557,1,88
SAINT-GAL,48153,Moins de 500 habitants,Saint-Gal,Saint-Gal (48),,,36,1.99,0,10,29
SAINT-GEORGES-DE-LEVEJAC,48154,Moins de 500 habitants,Saint-Georges-de-Lévéjac,Saint-Georges-de-Lévéjac (48),,,112,1.86,17752,2,106
SAINT-GERMAIN-DE-CALBERTE,48155,Moins de 500 habitants,Saint-Germain-de-Calberte,Saint-Germain-de-Calberte (48),,,246,1.63,13709,1,284
SAINT-GERMAIN-DU-TEIL,48156,Entre 500 et 999 habitants,Saint-Germain-du-Teil,Saint-Germain-du-Teil (48),,,316,1.74,18290,3,174
SAINTE-HELENE,48157,Moins de 500 habitants,Sainte-Hélène,Sainte-Hélène (48),,,28,1.96,0,10,26
SAINT-JEAN-LA-FOUILLOUSE,48160,Moins de 500 habitants,Saint-Jean-la-Fouillouse,Saint-Jean-la-Fouillouse (48),,,80,1.64,17489,2,62
SAINT-JUERY,48161,Moins de 500 habitants,Saint-Juéry,Saint-Juéry (48),,,35,1.55,0,10,45
SAINT-JULIEN-D'ARPAON,48162,Moins de 500 habitants,,,,,50,1.57,0,10,52
SAINT-JULIEN-DES-POINTS,48163,Moins de 500 habitants,Saint-Julien-des-Points,Saint-Julien-des-Points (48),,,54,1.51,17854,2,27
SAINT-LAURENT-DE-MURET,48165,Moins de 500 habitants,Saint-Laurent-de-Muret,Saint-Laurent-de-Muret (48),,,88,1.80,17268,2,52
SAINT-LAURENT-DE-TREVES,48166,Moins de 500 habitants,Cans et Cévennes,Cans et Cévennes (48),,,78,1.72,16004,1,54
SAINT-LAURENT-DE-VEYRES,48167,Moins de 500 habitants,Saint-Laurent-de-Veyrès,Saint-Laurent-de-Veyrès (48),,,28,1.56,0,10,11
SAINT-LEGER-DE-PEYRE,48168,Moins de 500 habitants,Saint-Léger-de-Peyre,Saint-Léger-de-Peyre (48),,,76,1.82,15699,1,45
SAINT-LEGER-DU-MALZIEU,48169,Moins de 500 habitants,Saint-Léger-du-Malzieu,Saint-Léger-du-Malzieu (48),,,101,1.70,15840,1,58
SAINT-MARTIN-DE-LANSUSCLE,48171,Moins de 500 habitants,Saint-Martin-de-Lansuscle,Saint-Martin-de-Lansuscle (48),,,88,1.76,12574,1,93
SAINT-MAURICE-DE-VENTALON,48172,Moins de 500 habitants,,,,,36,1.74,0,10,63
SAINT-MICHEL-DE-DEZE,48173,Moins de 500 habitants,Saint-Michel-de-Dèze,Saint-Michel-de-Dèze (48),,,105,1.68,16745,1,111
SAINT-PIERRE-DE-NOGARET,48175,Moins de 500 habitants,Saint-Pierre-de-Nogaret,Saint-Pierre-de-Nogaret (48),,,78,1.81,15623,1,53
SAINT-PIERRE-DES-TRIPIERS,48176,Moins de 500 habitants,Saint-Pierre-des-Tripiers,Saint-Pierre-des-Tripiers (48),,,45,1.56,0,10,65
SAINT-PIERRE-LE-VIEUX,48177,Moins de 500 habitants,Saint-Pierre-le-Vieux,Saint-Pierre-le-Vieux (48),,,116,2.01,17250,2,28
SAINT-PRIVAT-DU-FAU,48179,Moins de 500 habitants,Saint-Privat-du-Fau,Saint-Privat-du-Fau (48),,,62,1.68,16752,1,34
SAINT-ROME-DE-DOLAN,48180,Moins de 500 habitants,Saint-Rome-de-Dolan,Saint-Rome-de-Dolan (48),,,32,1.73,0,10,21
SAINT-SATURNIN,48181,Moins de 500 habitants,Saint-Saturnin,Saint-Saturnin (48),,,35,1.54,0,10,30
SAINT-SAUVEUR-DE-GINESTOUX,48182,Moins de 500 habitants,Saint-Sauveur-de-Ginestoux,Saint-Sauveur-de-Ginestoux (48),,,29,1.94,0,10,27
SAINT-SAUVEUR-DE-PEYRE,48183,Moins de 500 habitants,Saint-Sauveur-de-Peyre,Saint-Sauveur-de-Peyre (48),,,125,1.88,18832,4,104
SALELLES (LES),48185,Moins de 500 habitants,Les Salelles,Les Salelles (48),,,71,1.82,18772,4,77
SALLE-PRUNET (LA ),48186,Moins de 500 habitants,,,,,85,1.79,18691,4,73
SALCES (LES),48187,Moins de 500 habitants,Les Salces,Les Salces (48),,,45,1.84,0,10,46
SERVIERES,48189,Moins de 500 habitants,Servières,Servières (48),,,75,1.85,15749,1,57
TERMES,48190,Moins de 500 habitants,Termes,Termes (48),,,92,1.80,18481,3,33
TIEULE (LA ),48191,Moins de 500 habitants,La Tieule,La Tieule (48),,,36,1.92,0,10,16
VEBRON,48193,Moins de 500 habitants,Vebron,Vebron (48),,,104,1.50,16439,1,204
VIALAS,48194,Entre 500 et 999 habitants,Vialas,Vialas (48),,,194,1.60,18466,3,427
VIGNES (LES),48195,Moins de 500 habitants,Les Vignes,Les Vignes (48),,,57,1.59,0,10,60
VILLEDIEU (LA ),48197,Moins de 500 habitants,La Villedieu,La Villedieu (48),,,20,1.48,0,10,18
ALLEUDS (LES),49001,Entre 500 et 999 habitants,Les Alleuds,Les Alleuds (49),,,312,2.12,19753,5,7
ALLONNES,49002,Entre 1 000 et  3 499 habitants,Allonnes,Allonnes (49),,,1187,1.92,18231,3,29
AMBILLOU-CHATEAU,49003,Entre 500 et 999 habitants,Tuffalun,Tuffalun (49),,,385,1.89,19709,5,31
ANDIGNE,49005,Moins de 500 habitants,,,,,139,2.09,19312,5,15
ANDREZE,49006,Entre 1 000 et  3 499 habitants,,,,,717,1.99,19703,5,6
ANGERS CS 80011,49007,Entre 100 000 et 199 999 habitants,Angers,Angers (49),,,77364,1.56,18748,4,1384
ANGRIE,49008,Entre 500 et 999 habitants,Angrie,Angrie (49),,,348,2.07,17479,2,30
ARMAILLE,49010,Moins de 500 habitants,Armaillé,Armaillé (49),,,121,1.94,19499,5,16
ARTHANNES-SUR-THOUET,49011,Moins de 500 habitants,Artannes-sur-Thouet,Artannes-sur-Thouet (49),,,155,2.07,19120,5,9
AUBIGNE-SUR-LAYON,49012,Moins de 500 habitants,Aubigné-sur-Layon,Aubigné-sur-Layon (49),,,148,1.95,18478,3,11
AVIRE,49014,Moins de 500 habitants,Aviré,Aviré (49),,,175,2.05,19199,5,17
AVRILLE,49015,Entre 10 000 et 19 999 habitants,Avrillé,Avrillé (49),,,5869,1.75,22648,8,35
BARACE,49017,Entre 500 et 999 habitants,Baracé,Baracé (49),,,195,2.01,18856,4,40
BAUNE,49019,Entre 1 000 et  3 499 habitants,,,,,645,2.01,20572,7,19
BEAUCOUZE 49071,49020,Entre 3 500 et 9 999 habitants,Beaucouzé,Beaucouzé (49),20.0,0.16,1979,1.90,23371,9,10
BEAUFORT-EN-VALLEE,49021,Entre 3 500 et 9 999 habitants,Beaufort-en-Anjou,Beaufort-en-Anjou (49),,,2588,1.89,18889,4,77
BEAUPREAU,49023,Entre 3 500 et 9 999 habitants,Beaupréau-en-Mauges,Beaupréau-en-Mauges (49),,,2879,1.82,19330,5,31
BEAUSSE,49024,Moins de 500 habitants,,,,,159,1.99,18329,3,2
BEAUVAU,49025,Moins de 500 habitants,,,,,104,2.01,19855,6,17
BEGROLLES-EN-MAUGES,49027,Entre 1 000 et  3 499 habitants,Bégrolles-en-Mauges,Bégrolles-en-Mauges (49),,,720,2.06,19347,5,5
BEHUARD,49028,Moins de 500 habitants,Béhuard,Béhuard (49),,,46,1.84,21130,7,47
BLAISON-GOHIER,49029,Entre 1 000 et  3 499 habitants,Blaison-Saint-Sulpice,Blaison-Saint-Sulpice (49),,,440,1.84,20834,7,82
BOCE,49031,Entre 500 et 999 habitants,,,,,236,1.99,18331,3,23
BOHALLE (LA ),49032,Entre 1 000 et  3 499 habitants,,,,,473,1.98,21466,7,38
BOTZ-EN-MAUGES,49034,Entre 500 et 999 habitants,,,,,316,1.93,18604,4,9
BOUCHEMAINE,49035,Entre 3 500 et 9 999 habitants,Bouchemaine,Bouchemaine (49),20.0,0.15,2566,1.92,25031,9,56
BOUILLE-MENARD,49036,Entre 500 et 999 habitants,Bouillé-Ménard,Bouillé-Ménard (49),,,291,1.94,18192,3,21
