nom,cog,catpop,nom_propre,nom_propre_et_dep,taux_hlm_legal,taux_hlm_2015,nb_menages_2013,uc_par_menage,revenu_median_uc,decile_revenu,nb_res_secondaires
SAINT-MARS-DE-LOCQUENAY,72298,Entre 500 et 999 habitants,Saint-Mars-de-Locquenay,Saint-Mars-de-Locquenay (72),,,212,1.94,19946,6,84
SAINT-MARS-LA-BRIERE,72300,Entre 1 000 et  3 499 habitants,Saint-Mars-la-Brière,Saint-Mars-la-Brière (72),,,1056,1.93,20506,6,47
SAINT-MARS-SOUS-BALLON,72301,Entre 500 et 999 habitants,,,,,328,1.97,18710,4,30
SAINT-MARTIN-DES-MONTS,72302,Moins de 500 habitants,Saint-Martin-des-Monts,Saint-Martin-des-Monts (72),,,72,1.90,21027,7,14
SAINT-MICHEL-DE-CHAVAIGNES,72303,Entre 500 et 999 habitants,Saint-Michel-de-Chavaignes,Saint-Michel-de-Chavaignes (72),,,340,1.78,18146,3,69
SAINT-OUEN-DE-MIMBRE,72305,Entre 500 et 999 habitants,Saint-Ouen-de-Mimbré,Saint-Ouen-de-Mimbré (72),,,388,1.97,19241,5,34
SAINT-OUEN-EN-BELIN,72306,Entre 1 000 et  3 499 habitants,Saint-Ouen-en-Belin,Saint-Ouen-en-Belin (72),,,496,2.03,19859,6,32
SAINT-OUEN-EN-CHAMPAGNE,72307,Moins de 500 habitants,Saint-Ouen-en-Champagne,Saint-Ouen-en-Champagne (72),,,81,2.03,19540,5,35
SAINT-PATERNE,72308,Entre 1 000 et  3 499 habitants,Saint-Paterne,Saint-Paterne (72),,,668,1.79,20803,7,2
SAINT-PAVACE,72310,Entre 1 000 et  3 499 habitants,Saint-Pavace,Saint-Pavace (72),,,748,1.97,26496,10,7
SAINT-PIERRE-DE-CHEVILLE,72311,Moins de 500 habitants,Saint-Pierre-de-Chevillé,Saint-Pierre-de-Chevillé (72),,,161,1.78,17664,2,35
SAINT-PIERRE-DES-BOIS,72312,Moins de 500 habitants,Saint-Pierre-des-Bois,Saint-Pierre-des-Bois (72),,,84,2.04,18374,3,13
SAINT-PIERRE-DES-ORMES,72313,Moins de 500 habitants,Saint-Pierre-des-Ormes,Saint-Pierre-des-Ormes (72),,,91,1.92,19974,6,23
SAINT-REMY-DE-SILLE,72315,Entre 500 et 999 habitants,Saint-Rémy-de-Sillé,Saint-Rémy-de-Sillé (72),,,364,1.82,19265,5,35
SAINT-REMY-DES-MONTS,72316,Entre 500 et 999 habitants,Saint-Rémy-des-Monts,Saint-Rémy-des-Monts (72),,,284,1.84,19497,5,31
SAINT-REMY-DU-VAL,72317,Entre 500 et 999 habitants,Saint-Rémy-du-Val,Saint-Rémy-du-Val (72),,,241,1.80,19449,5,25
SAINTE-SABINE-SUR-LONGUEVE,72319,Entre 500 et 999 habitants,Sainte-Sabine-sur-Longève,Sainte-Sabine-sur-Longève (72),,,274,2.04,19505,5,18
SAINT-SYMPHORIEN,72321,Entre 500 et 999 habitants,Saint-Symphorien,Saint-Symphorien (72),,,231,1.95,19153,5,37
SAINT-ULPHACE,72322,Moins de 500 habitants,Saint-Ulphace,Saint-Ulphace (72),,,111,1.65,19070,5,74
SAINT-VICTEUR,72323,Moins de 500 habitants,Saint-Victeur,Saint-Victeur (72),,,178,2.05,19083,5,19
SAINT-VINCENT-DES-PRES,72324,Entre 500 et 999 habitants,Saint-Vincent-des-Prés,Saint-Vincent-des-Prés (72),,,202,1.87,17861,3,37
SAOSNES,72326,Moins de 500 habitants,Saosnes,Saosnes (72),,,87,2.12,19662,5,13
SARCE,72327,Moins de 500 habitants,Sarcé,Sarcé (72),,,122,1.82,19431,5,46
SARGE-LES-LE-MANS,72328,Entre 3 500 et 9 999 habitants,Sargé-lès-le-Mans,Sargé-lès-le-Mans (72),20.0,0.07,1450,1.93,23890,9,15
SAVIGNE-L'EVEQUE,72329,Entre 3 500 et 9 999 habitants,Savigné-l'Évêque,Savigné-l'Évêque (72),,,1663,1.88,21970,8,31
SAVIGNE-SOUS-LE-LUDE,72330,Moins de 500 habitants,Savigné-sous-le-Lude,Savigné-sous-le-Lude (72),,,178,1.84,17845,2,40
SEGRIE,72332,Entre 500 et 999 habitants,Ségrie,Ségrie (72),,,248,1.81,19995,6,48
SEMUR-EN-VALLON,72333,Moins de 500 habitants,Semur-en-Vallon,Semur-en-Vallon (72),,,196,1.88,19099,5,49
SILLE-LE-GUILLAUME,72334,Entre 1 000 et  3 499 habitants,Sillé-le-Guillaume,Sillé-le-Guillaume (72),,,1081,1.62,18274,3,84
SOLESMES,72336,Entre 1 000 et  3 499 habitants,Solesmes,Solesmes (72),,,532,1.68,23378,9,23
SOUGE-LE-GANELON,72337,Entre 500 et 999 habitants,Sougé-le-Ganelon,Sougé-le-Ganelon (72),,,392,1.73,18218,3,50
SOUILLE,72338,Entre 500 et 999 habitants,Souillé,Souillé (72),,,233,2.16,20583,7,8
SOULIGNE-FLACE,72339,Entre 500 et 999 habitants,Souligné-Flacé,Souligné-Flacé (72),,,257,2.04,21020,7,15
SOULITRE,72341,Entre 500 et 999 habitants,Soulitré,Soulitré (72),,,248,2.03,20457,6,15
SOUVIGNE-SUR-MEME,72342,Moins de 500 habitants,Souvigné-sur-Même,Souvigné-sur-Même (72),,,72,2.02,24323,9,18
SOUVIGNE-SUR-SARTHE,72343,Entre 500 et 999 habitants,Souvigné-sur-Sarthe,Souvigné-sur-Sarthe (72),,,224,2.11,19364,5,14
SURFONDS,72345,Moins de 500 habitants,Surfonds,Surfonds (72),,,136,1.97,20330,6,36
TASSE,72347,Moins de 500 habitants,Tassé,Tassé (72),,,104,2.12,19896,6,9
TASSILLE,72348,Moins de 500 habitants,Tassillé,Tassillé (72),,,56,2.04,19708,5,14
TEILLE,72349,Entre 500 et 999 habitants,Teillé,Teillé (72),,,208,1.89,19787,5,28
FONTAINS,77190,Moins de 500 habitants,Fontains,Fontains (77),,,100,1.85,25504,9,14
FONTENAILLES,77191,Entre 1 000 et  3 499 habitants,Fontenailles,Fontenailles (77),,,388,2.13,24169,9,36
FONTENAY-TRESIGNY,77192,Entre 3 500 et 9 999 habitants,Fontenay-Trésigny,Fontenay-Trésigny (77),,,2068,1.98,22211,8,52
FORFRY,77193,Moins de 500 habitants,Forfry,Forfry (77),,,87,2.23,26783,10,3
FORGES,77194,Entre 500 et 999 habitants,Forges,Forges (77),,,144,2.04,23608,9,4
FOUJU,77195,Entre 500 et 999 habitants,Fouju,Fouju (77),,,207,2.12,26261,10,8
FRESNES-SUR-MARNE,77196,Entre 500 et 999 habitants,Fresnes-sur-Marne,Fresnes-sur-Marne (77),,,231,2.25,26348,10,2
FRETOY,77197,Moins de 500 habitants,Frétoy,Frétoy (77),,,61,2.28,21835,8,16
FROMONT,77198,Moins de 500 habitants,Fromont,Fromont (77),,,82,1.86,24093,9,20
FUBLAINES,77199,Entre 1 000 et  3 499 habitants,Fublaines,Fublaines (77),,,414,2.07,23515,9,18
GARENTREVILLE,77200,Moins de 500 habitants,Garentreville,Garentreville (77),,,44,1.90,0,10,8
GASTINS,77201,Entre 500 et 999 habitants,Gastins,Gastins (77),,,260,2.12,22959,9,40
GENEVRAYE (LA ),77202,Entre 500 et 999 habitants,La Genevraye,La Genevraye (77),,,257,1.95,22676,8,48
GERMIGNY-L'EVEQUE,77203,Entre 1 000 et  3 499 habitants,Germigny-l'Évêque,Germigny-l'Évêque (77),,,531,1.98,27291,10,25
GERMIGNY-SOUS-COULOMBS,77204,Moins de 500 habitants,Germigny-sous-Coulombs,Germigny-sous-Coulombs (77),,,76,2.00,22287,8,6
GESVRES-LE-CHAPITRE,77205,Moins de 500 habitants,Gesvres-le-Chapitre,Gesvres-le-Chapitre (77),,,48,2.42,26304,10,0
GIREMOUTIERS,77206,Moins de 500 habitants,Giremoutiers,Giremoutiers (77),,,56,1.98,21353,7,4
GIRONVILLE,77207,Moins de 500 habitants,Gironville,Gironville (77),,,63,1.87,19536,5,7
GOUAIX,77208,Entre 1 000 et  3 499 habitants,Gouaix,Gouaix (77),,,540,2.08,20076,6,49
GOUVERNES,77209,Entre 1 000 et  3 499 habitants,Gouvernes,Gouvernes (77),,,430,1.97,30840,10,6
GRANDE-PAROISSE (LA ),77210,Entre 1 000 et  3 499 habitants,La Grande-Paroisse,La Grande-Paroisse (77),,,1036,1.95,21964,8,36
GRANDPUITS-BAILLY-CARROIS,77211,Entre 1 000 et  3 499 habitants,Grandpuits-Bailly-Carrois,Grandpuits-Bailly-Carrois (77),,,363,2.03,21866,8,19
GRAVON,77212,Moins de 500 habitants,Gravon,Gravon (77),,,72,1.73,23809,9,54
GRESSY,77214,Entre 500 et 999 habitants,Gressy,Gressy (77),,,332,2.07,32223,10,0
GRETZ-ARMAINVILLIERS,77215,Entre 3 500 et 9 999 habitants,Gretz-Armainvilliers,Gretz-Armainvilliers (77),,,3313,1.98,21464,7,64
GREZ-SUR-LOING,77216,Entre 1 000 et  3 499 habitants,Grez-sur-Loing,Grez-sur-Loing (77),,,575,1.92,23661,9,70
GRISY-SUISNES,77217,Entre 1 000 et  3 499 habitants,Grisy-Suisnes,Grisy-Suisnes (77),,,847,2.05,26545,10,38
GRISY-SUR-SEINE,77218,Moins de 500 habitants,Grisy-sur-Seine,Grisy-sur-Seine (77),,,44,1.89,19920,6,44
GUERARD,77219,Entre 1 000 et  3 499 habitants,Guérard,Guérard (77),,,892,2.01,25986,10,163
GUERCHEVILLE,77220,Moins de 500 habitants,Guercheville,Guercheville (77),,,107,2.10,22354,8,21
GUIGNES,77222,Entre 1 000 et  3 499 habitants,Guignes,Guignes (77),,,1296,2.00,21739,8,17
GURCY-LE-CHATEL,77223,Entre 500 et 999 habitants,Gurcy-le-Châtel,Gurcy-le-Châtel (77),,,202,2.06,21174,7,33
HERICY,77226,Entre 1 000 et  3 499 habitants,Héricy,Héricy (77),,,1005,1.92,26972,10,101
HERME,77227,Entre 500 et 999 habitants,Hermé,Hermé (77),,,237,2.09,21058,7,72
HONDEVILLIERS,77228,Moins de 500 habitants,Hondevilliers,Hondevilliers (77),,,99,2.04,20721,7,31
ICHY,77230,Moins de 500 habitants,Ichy,Ichy (77),,,69,2.13,21683,8,13
ISLES-LES-MELDEUSES,77231,Entre 500 et 999 habitants,Isles-les-Meldeuses,Isles-les-Meldeuses (77),,,282,2.10,20290,6,25
ISLES-LES-VILLENOY,77232,Entre 500 et 999 habitants,Isles-lès-Villenoy,Isles-lès-Villenoy (77),,,319,2.19,26155,10,31
IVERNY,77233,Entre 500 et 999 habitants,Iverny,Iverny (77),,,197,2.14,22158,8,5
JAIGNES,77235,Moins de 500 habitants,Jaignes,Jaignes (77),,,111,1.91,24665,9,19
JAULNES,77236,Moins de 500 habitants,Jaulnes,Jaulnes (77),,,151,1.94,22965,9,64
JOUARRE,77238,Entre 3 500 et 9 999 habitants,Jouarre,Jouarre (77),,,1404,2.09,20863,7,79
JOUY-LE-CHATEL,77239,Entre 1 000 et  3 499 habitants,Jouy-le-Châtel,Jouy-le-Châtel (77),,,556,2.11,21374,7,64
JUILLY,77241,Entre 1 000 et  3 499 habitants,Juilly,Juilly (77),,,700,2.17,22686,8,6
JUTIGNY,77242,Entre 500 et 999 habitants,Jutigny,Jutigny (77),,,215,1.94,21235,7,15
LAGNY-SUR-MARNE,77243,Entre 20 000 et 49 999 habitants,Lagny-sur-Marne,Lagny-sur-Marne (77),25.0,0.21,8799,1.87,22563,8,195
LAVAL-EN-BRIE,77245,Moins de 500 habitants,Laval-en-Brie,Laval-en-Brie (77),,,169,2.16,22539,8,23
LESCHEROLLES,77247,Moins de 500 habitants,Lescherolles,Lescherolles (77),,,184,2.03,22100,8,30
LESCHES,77248,Entre 500 et 999 habitants,Lesches,Lesches (77),,,240,2.06,29101,10,13
LESIGNY,77249,Entre 3 500 et 9 999 habitants,Lésigny,Lésigny (77),25.0,0.09,2784,2.08,28988,10,44
LIEUSAINT,77251,Entre 10 000 et 19 999 habitants,Lieusaint,Lieusaint (77),,,4034,2.06,21469,7,12
LIMOGES-FOURCHES,77252,Moins de 500 habitants,Limoges-Fourches,Limoges-Fourches (77),,,148,2.29,24592,9,2
LIVERDY-EN-BRIE,77254,Entre 1 000 et  3 499 habitants,Liverdy-en-Brie,Liverdy-en-Brie (77),,,471,2.16,25609,9,12
LIVRY-SUR-SEINE,77255,Entre 1 000 et  3 499 habitants,Livry-sur-Seine,Livry-sur-Seine (77),20.0,0.13,799,1.82,26125,10,169
LIZINES,77256,Moins de 500 habitants,Lizines,Lizines (77),,,70,1.97,21963,8,14
LOGNES,77258,Entre 10 000 et 19 999 habitants,Lognes,Lognes (77),,,5116,2.12,19815,6,43
LONGPERRIER,77259,Entre 1 000 et  3 499 habitants,Longperrier,Longperrier (77),25.0,0.07,926,2.08,23092,9,10
LONGUEVILLE,77260,Entre 1 000 et  3 499 habitants,Longueville,Longueville (77),,,711,1.96,18759,4,24
LOUAN-VILLEGRUIS-FONTAINE,77262,Entre 500 et 999 habitants,Louan-Villegruis-Fontaine,Louan-Villegruis-Fontaine (77),,,208,1.96,21041,7,60
LUISETAINES,77263,Moins de 500 habitants,Luisetaines,Luisetaines (77),,,90,2.18,22756,8,19
LUMIGNY-NESLES-ORMEAUX,77264,Entre 1 000 et  3 499 habitants,Lumigny-Nesles-Ormeaux,Lumigny-Nesles-Ormeaux (77),,,540,2.15,24445,9,56
MACHAULT,77266,Entre 500 et 999 habitants,Machault,Machault (77),,,278,2.13,25092,9,16
MADELEINE-SUR-LOING (LA ),77267,Moins de 500 habitants,La Madeleine-sur-Loing,La Madeleine-sur-Loing (77),,,138,1.87,22335,8,22
MAINCY,77269,Entre 1 000 et  3 499 habitants,Maincy,Maincy (77),,,691,1.90,25585,9,7
MAISONCELLES-EN-BRIE,77270,Entre 500 et 999 habitants,Maisoncelles-en-Brie,Maisoncelles-en-Brie (77),,,288,2.13,25767,9,16
MAISONCELLES-EN-GATINAIS,77271,Moins de 500 habitants,Maisoncelles-en-Gâtinais,Maisoncelles-en-Gâtinais (77),,,52,1.74,22308,8,15
MAISON-ROUGE,77272,Entre 500 et 999 habitants,Maison-Rouge,Maison-Rouge (77),,,309,2.14,21088,7,31
MARCILLY,77274,Moins de 500 habitants,Marcilly,Marcilly (77),,,182,2.06,23611,9,1
MARETS (LES),77275,Moins de 500 habitants,Les Marêts,Les Marêts (77),,,44,2.09,21141,7,18
MAREUIL-LES-MEAUX,77276,Entre 1 000 et  3 499 habitants,Mareuil-lès-Meaux,Mareuil-lès-Meaux (77),20.0,0.11,898,2.16,25071,9,28
MAROLLES-EN-BRIE,77278,Moins de 500 habitants,Marolles-en-Brie,Marolles-en-Brie (77),,,142,2.10,23452,9,32
MAROLLES-SUR-SEINE,77279,Entre 1 000 et  3 499 habitants,Marolles-sur-Seine,Marolles-sur-Seine (77),,,607,2.05,21393,7,20
MARY-SUR-MARNE,77280,Entre 1 000 et  3 499 habitants,Mary-sur-Marne,Mary-sur-Marne (77),,,416,2.06,22631,8,38
MAUREGARD,77282,Moins de 500 habitants,Mauregard,Mauregard (77),,,108,2.28,22487,8,2
MAY-EN-MULTIEN,77283,Entre 500 et 999 habitants,May-en-Multien,May-en-Multien (77),,,327,2.15,22081,8,24
MEAUX,77284,Entre 50 000 et 99 999 habitants,Meaux,Meaux (77),,,21259,1.95,17599,2,197
MEIGNEUX,77286,Moins de 500 habitants,Meigneux,Meigneux (77),,,88,2.11,23862,9,20
MEILLERAY,77287,Entre 500 et 999 habitants,Meilleray,Meilleray (77),,,190,2.02,19939,6,36
MELUN,77288,Entre 20 000 et 49 999 habitants,Melun,Melun (77),,,17428,1.79,17439,2,259
MERY-SUR-MARNE,77290,Entre 500 et 999 habitants,Méry-sur-Marne,Méry-sur-Marne (77),,,260,1.95,23589,9,74
DERNANCOURT,80238,Moins de 500 habitants,Dernancourt,Dernancourt (80),,,193,1.83,22654,8,4
DEVISE,80239,Moins de 500 habitants,Devise,Devise (80),,,25,1.72,0,10,6
DOINGT-FLAMICOURT,80240,Entre 1 000 et  3 499 habitants,Doingt,Doingt (80),,,587,1.85,20038,6,15
DOMART-EN-PONTHIEU,80241,Entre 1 000 et  3 499 habitants,Domart-en-Ponthieu,Domart-en-Ponthieu (80),,,448,1.93,17985,3,16
DOMART-SUR-LA-LUCE,80242,Moins de 500 habitants,Domart-sur-la-Luce,Domart-sur-la-Luce (80),,,176,1.95,22305,8,2
DOMESMONT,80243,Moins de 500 habitants,Domesmont,Domesmont (80),,,16,2.11,0,10,1
DOMINOIS,80244,Moins de 500 habitants,Dominois,Dominois (80),,,86,1.83,16812,1,84
DOMLEGER-LONGVILLERS,80245,Moins de 500 habitants,Domléger-Longvillers,Domléger-Longvillers (80),,,116,1.96,18036,3,15
DOMMARTIN,80246,Moins de 500 habitants,Dommartin,Dommartin (80),,,147,1.91,21934,8,3
DOMPIERRE-BECQUINCOURT,80247,Entre 500 et 999 habitants,Dompierre-Becquincourt,Dompierre-Becquincourt (80),,,276,1.94,17154,2,18
DOMPIERRE-SUR-AUTHIE,80248,Moins de 500 habitants,Dompierre-sur-Authie,Dompierre-sur-Authie (80),,,188,1.76,17864,3,117
DOMQUEUR,80249,Moins de 500 habitants,Domqueur,Domqueur (80),,,119,1.97,19842,6,18
DOMVAST,80250,Moins de 500 habitants,Domvast,Domvast (80),,,120,2.13,18494,3,16
DOUDELAINVILLE,80251,Moins de 500 habitants,Doudelainville,Doudelainville (80),,,121,2.10,18259,3,14
DOUILLY,80252,Moins de 500 habitants,Douilly,Douilly (80),,,96,1.89,18085,3,1
DOULLENS,80253,Entre 3 500 et 9 999 habitants,Doullens,Doullens (80),,,2762,1.78,16360,1,61
DREUIL-LES-AMIENS,80256,Entre 1 000 et  3 499 habitants,Dreuil-lès-Amiens,Dreuil-lès-Amiens (80),,,622,1.89,21607,8,4
DRIENCOURT,80258,Moins de 500 habitants,Driencourt,Driencourt (80),,,41,1.81,18143,3,11
DROMESNIL,80259,Moins de 500 habitants,Dromesnil,Dromesnil (80),,,48,1.71,19690,5,6
DRUCAT,80260,Entre 500 et 999 habitants,Drucat,Drucat (80),,,357,1.89,24699,9,14
DURY,80261,Entre 1 000 et  3 499 habitants,Dury,Dury (80),,,423,1.99,29585,10,6
EAUCOURT-SUR-SOMME,80262,Moins de 500 habitants,Eaucourt-sur-Somme,Eaucourt-sur-Somme (80),,,162,2.00,21706,8,4
ECHELLE-SAINT-AURIN (L' ),80263,Moins de 500 habitants,L'Échelle-Saint-Aurin,L'Échelle-Saint-Aurin (80),,,26,1.93,0,10,5
ECLUSIER-VAUX,80264,Moins de 500 habitants,Éclusier-Vaux,Éclusier-Vaux (80),,,40,1.67,0,10,86
EMBREVILLE,80265,Entre 500 et 999 habitants,Embreville,Embreville (80),,,235,1.94,16863,1,6
ENGLEBELMER,80266,Moins de 500 habitants,Englebelmer,Englebelmer (80),,,115,2.01,18928,4,3
ENNEMAIN,80267,Moins de 500 habitants,Ennemain,Ennemain (80),,,86,1.94,19308,5,12
EPAGNE-EPAGNETTE,80268,Entre 500 et 999 habitants,Épagne-Épagnette,Épagne-Épagnette (80),,,236,1.89,22316,8,8
EPAUMESNIL,80269,Moins de 500 habitants,Épaumesnil,Épaumesnil (80),,,44,2.14,18599,4,4
EPECAMPS,80270,Moins de 500 habitants,Épécamps,Épécamps (80),,,4,1.50,0,10,0
EPEHY,80271,Entre 1 000 et  3 499 habitants,Épehy,Épehy (80),,,454,1.95,16664,1,34
EPENANCOURT,80272,Moins de 500 habitants,Épénancourt,Épénancourt (80),,,44,1.93,20551,6,4
EPPEVILLE,80274,Entre 1 000 et  3 499 habitants,Eppeville,Eppeville (80),,,801,1.86,17616,2,6
EQUANCOURT,80275,Moins de 500 habitants,Équancourt,Équancourt (80),,,124,1.94,18230,3,20
EQUENNES-ERAMECOURT,80276,Moins de 500 habitants,Équennes-Éramecourt,Équennes-Éramecourt (80),,,108,2.11,19336,5,11
ERCHEU,80279,Entre 500 et 999 habitants,Ercheu,Ercheu (80),,,280,2.08,18235,3,37
ERCOURT,80280,Moins de 500 habitants,Ercourt,Ercourt (80),,,52,1.90,17156,2,1
ERGNIES,80281,Moins de 500 habitants,Ergnies,Ergnies (80),,,64,2.12,18284,3,3
ESCLAINVILLERS,80283,Moins de 500 habitants,Esclainvillers,Esclainvillers (80),,,63,2.03,20257,6,3
ESMERY-HALLON,80284,Entre 500 et 999 habitants,Esmery-Hallon,Esmery-Hallon (80),,,309,1.99,18755,4,22
ESSERTAUX,80285,Moins de 500 habitants,Essertaux,Essertaux (80),,,96,2.09,21369,7,4
ESTREES-DENIECOURT,80288,Moins de 500 habitants,Estrées-Deniécourt,Estrées-Deniécourt (80),,,124,2.17,19275,5,7
ESTREES-LES-CRECY,80290,Moins de 500 habitants,Estrées-lès-Crécy,Estrées-lès-Crécy (80),,,161,1.87,18150,3,25
ESTREES-SUR-NOYE,80291,Moins de 500 habitants,Estrées-sur-Noye,Estrées-sur-Noye (80),,,112,2.00,27548,10,2
ETALON,80292,Moins de 500 habitants,Étalon,Étalon (80),,,61,1.75,20170,6,12
ETERPIGNY,80294,Moins de 500 habitants,Éterpigny,Éterpigny (80),,,59,2.29,19185,5,2
ETINEHEM,80295,Moins de 500 habitants,Étinehem,Étinehem (80),,,151,1.93,19077,5,90
ETOILE (L' ),80296,Entre 1 000 et  3 499 habitants,L'Étoile,L'Étoile (80),,,523,1.94,16898,1,26
ETRICOURT-MANANCOURT,80298,Entre 500 et 999 habitants,Étricourt-Manancourt,Étricourt-Manancourt (80),,,211,1.93,18414,3,26
FALOISE (LA ),80299,Moins de 500 habitants,La Faloise,La Faloise (80),,,91,1.83,18508,3,15
FALVY,80300,Moins de 500 habitants,Falvy,Falvy (80),,,52,1.89,21486,7,21
FAVEROLLES,80302,Moins de 500 habitants,Faverolles,Faverolles (80),,,60,1.86,19726,5,3
FAVIERES,80303,Moins de 500 habitants,Favières,Favières (80),,,195,1.76,20281,6,246
FAY,80304,Moins de 500 habitants,Fay,Fay (80),,,39,2.12,19228,5,1
FERRIERES,80305,Moins de 500 habitants,Ferrières,Ferrières (80),,,197,1.93,23856,9,9
FESCAMPS,80306,Moins de 500 habitants,Fescamps,Fescamps (80),,,57,1.92,19239,5,16
FEUQUIERES-EN-VIMEU,80308,Entre 1 000 et  3 499 habitants,Feuquières-en-Vimeu,Feuquières-en-Vimeu (80),,,1090,1.88,18189,3,26
FIENVILLERS,80310,Entre 500 et 999 habitants,Fienvillers,Fienvillers (80),,,255,2.00,18551,3,16
FIGNIERES,80311,Moins de 500 habitants,Fignières,Fignières (80),,,62,1.95,19634,5,4
FLAUCOURT,80313,Moins de 500 habitants,Flaucourt,Flaucourt (80),,,120,1.91,19577,5,5
FLERS,80314,Moins de 500 habitants,Flers,Flers (80),,,76,1.85,20029,6,13
FLESSELLES,80316,Entre 1 000 et  3 499 habitants,Flesselles,Flesselles (80),,,764,2.05,20513,6,13
FLEURY,80317,Moins de 500 habitants,Fleury,Fleury (80),,,91,2.04,21318,7,6
FLIXECOURT,80318,Entre 1 000 et  3 499 habitants,Flixecourt,Flixecourt (80),,,1311,1.89,17374,2,25
FLUY,80319,Moins de 500 habitants,Fluy,Fluy (80),,,132,1.89,22906,9,5
FOLLEVILLE,80321,Moins de 500 habitants,Folleville,Folleville (80),,,55,2.19,21631,8,16
FONCHES-FONCHETTE,80322,Moins de 500 habitants,Fonches-Fonchette,Fonches-Fonchette (80),,,56,1.98,16583,1,12
FONTAINE-LE-SEC,80324,Moins de 500 habitants,Fontaine-le-Sec,Fontaine-le-Sec (80),,,63,1.84,21224,7,12
FONTAINE-LES-CAPPY,80325,Moins de 500 habitants,Fontaine-lès-Cappy,Fontaine-lès-Cappy (80),,,19,1.81,0,10,8
FONTAINE-SUR-MAYE,80327,Moins de 500 habitants,Fontaine-sur-Maye,Fontaine-sur-Maye (80),,,60,2.12,17262,2,8
FONTAINE-SUR-SOMME,80328,Entre 500 et 999 habitants,Fontaine-sur-Somme,Fontaine-sur-Somme (80),,,236,1.77,18240,3,83
FORCEVILLE-EN-AMIENOIS,80329,Moins de 500 habitants,Forceville,Forceville (80),,,70,2.10,19613,5,7
FORCEVILLE-EN-VIMEU,80330,Moins de 500 habitants,Forceville-en-Vimeu,Forceville-en-Vimeu (80),,,104,1.82,17895,3,12
FOREST-MONTIERS,80332,Moins de 500 habitants,Forest-Montiers,Forest-Montiers (80),,,167,2.00,19227,5,51
FORT-MAHON-PLAGE,80333,Entre 1 000 et  3 499 habitants,Fort-Mahon-Plage,Fort-Mahon-Plage (80),,,584,1.58,18438,3,2966
FOSSEMANANT,80334,Moins de 500 habitants,Fossemanant,Fossemanant (80),,,42,1.77,22531,8,4
FOUCAUCOURT-EN-SANTERRE,80335,Moins de 500 habitants,Foucaucourt-en-Santerre,Foucaucourt-en-Santerre (80),,,104,2.04,17328,2,5
FOUCAUCOURT-HORS-NESLE,80336,Moins de 500 habitants,Foucaucourt-Hors-Nesle,Foucaucourt-Hors-Nesle (80),,,28,2.06,0,10,7
FOUENCAMPS,80337,Moins de 500 habitants,Fouencamps,Fouencamps (80),,,88,1.98,22554,8,0
FOUQUESCOURT,80339,Moins de 500 habitants,Fouquescourt,Fouquescourt (80),,,65,1.99,18263,3,10
FOURCIGNY,80340,Moins de 500 habitants,Fourcigny,Fourcigny (80),,,76,1.84,18066,3,17
FRAMERVILLE-RAINECOURT,80342,Moins de 500 habitants,Framerville-Rainecourt,Framerville-Rainecourt (80),,,178,2.10,20509,6,32
THURE,86272,Entre 1 000 et  3 499 habitants,Thuré,Thuré (86),,,1171,1.91,21151,7,45
TRIMOUILLE(LA),86273,Entre 500 et 999 habitants,La Trimouille,La Trimouille (86),,,453,1.65,17031,1,93
USSEAU,86275,Entre 500 et 999 habitants,Usseau,Usseau (86),,,245,1.99,19862,6,18
USSON-DU-POITOU,86276,Entre 1 000 et  3 499 habitants,Usson-du-Poitou,Usson-du-Poitou (86),,,592,1.70,17861,3,95
VARENNES,86277,Moins de 500 habitants,Varennes,Varennes (86),,,135,1.93,19271,5,5
VAUX-EN-COUHE,86278,Entre 500 et 999 habitants,Vaux,Vaux (86),,,340,1.84,18739,4,53
VAUX-SUR-VIENNE,86279,Entre 500 et 999 habitants,Vaux-sur-Vienne,Vaux-sur-Vienne (86),,,241,1.98,19213,5,16
VELLECHES,86280,Moins de 500 habitants,Vellèches,Vellèches (86),,,175,1.82,17960,3,15
VENDEUVRE-DU-POITOU,86281,Entre 1 000 et  3 499 habitants,Vendeuvre-du-Poitou,Vendeuvre-du-Poitou (86),,,1266,1.96,19555,5,51
VERNON,86284,Entre 500 et 999 habitants,Vernon,Vernon (86),,,266,1.98,19823,6,7
VERRIERES,86285,Entre 500 et 999 habitants,Verrières,Verrières (86),,,402,1.87,19767,5,52
VERRUE,86286,Moins de 500 habitants,Verrue,Verrue (86),,,181,1.77,16729,1,70
VEZIERES,86287,Moins de 500 habitants,Vézières,Vézières (86),,,152,1.86,18134,3,21
VICQ-SUR-GARTEMPE,86288,Entre 500 et 999 habitants,Vicq-sur-Gartempe,Vicq-sur-Gartempe (86),,,324,1.67,18462,3,78
VILLEDIEU-DU-CLAIN(LA),86290,Entre 1 000 et  3 499 habitants,La Villedieu-du-Clain,La Villedieu-du-Clain (86),,,640,1.95,19893,6,11
VILLEMORT,86291,Moins de 500 habitants,Villemort,Villemort (86),,,48,2.08,0,10,7
VIVONNE,86293,Entre 3 500 et 9 999 habitants,Vivonne,Vivonne (86),,,1538,1.77,20022,6,72
VOUILLE,86294,Entre 3 500 et 9 999 habitants,Vouillé,Vouillé (86),,,1463,1.90,20186,6,39
VOULEME,86295,Moins de 500 habitants,Voulême,Voulême (86),,,184,1.57,19302,5,69
